order_id,product_id,quantity,unit_price
O00843,P0014,10.0,284300.0
O00844,P0026,6.0,214300.0
O00844,P0061,49.0,443000.0
O00845,P0024,19.0,298900.0
O00845,P0017,4.0,353600.0
O00846,P0108,25.0,376900.0
O00846,P0096,16.0,175700.0
O00847,P0073,1.0,57500.0
O00847,P0123,36.0,214500.0
O00848,P0131,44.0,330600.0
O00848,P0032,2.0,290700.0
O00848,P0010,41.0,182600.0
O00849,P0134,8.0,374600.0
O00849,P0123,32.0,214800.0
O00849,P0071,46.0,378000.0
O00850,P0128,18.0,98600.0
O00850,P0064,14.0,97600.0
O00850,P0132,23.0,332500.0
O00851,P0134,47.0,460100.0
O00851,P0113,22.0,328900.0
O00852,P0049,11.0,142000.0
O00852,P0108,4.0,320200.0
O00853,P0053,31.0,125200.0
O00853,P0003,24.0,422600.0
O00853,P0097,26.0,96100.0
O00854,P0006,41.0,304000.0
O00854,P0124,1.0,232700.0
O00855,P0038,50.0,309900.0
O00855,P0013,38.0,114500.0
O00856,P0150,27.0,16500.0
O00856,P0119,9.0,87200.0
O00857,P0088,1.0,54900.0
O00857,P0113,6.0,368900.0
O00858,P0147,3.0,219700.0
O00858,P0060,19.0,254600.0
O00859,P0056,46.0,308000.0
O00859,P0143,15.0,212600.0
O00860,P0113,47.0,314600.0
O00860,P0027,48.0,473400.0
O00861,P0032,45.0,338100.0
O00861,P0132,38.0,371000.0
O00861,P0043,30.0,54800.0
O00862,P0091,40.0,178000.0
O00862,P0115,33.0,172700.0
O00863,P0141,28.0,46300.0
O00863,P0138,19.0,69300.0
O00864,P0134,47.0,387700.0
O00864,P0090,1.0,392600.0
O00865,P0143,18.0,250300.0
O00865,P0075,49.0,421600.0
O00866,P0104,24.0,170700.0
O00866,P0102,42.0,206800.0
O00867,P0037,34.0,214600.0
O00867,P0118,31.0,388100.0
O00868,P0023,30.0,165800.0
O00868,P0107,23.0,405600.0
O00869,P0101,33.0,69200.0
O00869,P0054,26.0,361900.0
O00869,P0083,2.0,32800.0
O00870,P0082,41.0,258900.0
O00870,P0122,40.0,388300.0
O00871,P0125,48.0,184100.0
O00871,P0039,23.0,309200.0
O00872,P0079,13.0,390600.0
O00872,P0080,34.0,379800.0
O00873,P0040,36.0,15600.0
O00873,P0070,9.0,270600.0
O00874,P0138,38.0,67000.0
O00874,P0071,34.0,441500.0
O00875,P0053,-13.0,136200.0
O00875,P0008,5.0,228700.0
O00876,P0150,26.0,15600.0
O00876,P0023,14.0,180600.0
O00877,P0067,31.0,50900.0
O00877,P0052,30.0,537700.0
O00877,P0150,42.0,16800.0
O00878,P0016,37.0,276600.0
O00878,P0105,14.0,100800.0
O00879,P0043,5.0,52000.0
O00879,P0038,37.0,302800.0
O00880,P0051,16.0,425000.0
O00880,P0083,4.0,32400.0
O00880,P0138,-5.0,69700.0
O00881,P0076,38.0,46100.0
O00881,P0145,6.0,133700.0
O00881,P0092,25.0,337800.0
O00882,P0047,30.0,243300.0
O00882,P0025,39.0,11900.0
O00883,P0044,20.0,84400.0
O00883,P0147,8.0,229100.0
O00884,P0083,14.0,37500.0
O00884,P0084,13.0,23300.0
O00885,P0010,46.0,180400.0
O00885,P0002,36.0,345300.0
O00886,P0128,18.0,94600.0
O00886,P0021,49.0,27900.0
O00887,P0062,10.0,111600.0
O00887,P0097,10.0,
O00888,P0012,10.0,472200.0
O00888,P0119,27.0,94900.0
O00889,P0051,49.0,469300.0
O00889,P0059,24.0,475500.0
O00889,P0144,41.0,37700.0
O00890,P0080,27.0,461200.0
O00890,P0010,48.0,214500.0
O00891,P0027,9.0,498100.0
O00891,P0042,-4.0,211200.0
O00892,P0003,3.0,539000.0
O00892,P0123,30.0,256300.0
O00893,P0137,11.0,398000.0
O00893,P0145,21.0,131700.0
O00894,P0113,,361200.0
O00894,P0110,38.0,358100.0
O00894,P0147,20.0,216900.0
O00895,P0068,33.0,27100.0
O00895,P0025,2.0,11800.0
O00895,P0078,34.0,466600.0
O00896,P0080,-24.0,385700.0
O00896,P0020,8.0,
O00897,P0128,23.0,112500.0
O00897,P0038,,291500.0
O00898,P0109,45.0,434100.0
O00898,P0126,5.0,216600.0
O00899,P0136,37.0,339900.0
O00899,P0042,3.0,179200.0
O00900,P0103,25.0,327400.0
O00900,P0138,47.0,75800.0
O00901,P0021,9.0,35700.0
O00901,P0017,36.0,309800.0
O00901,P0043,42.0,52100.0
O00902,P0026,13.0,216100.0
O00902,P0045,5.0,66600.0
O00903,P0119,45.0,99300.0
O00903,P0042,4.0,213600.0
O00904,P0112,50.0,334000.0
O00904,P0129,21.0,105700.0
O00905,P0119,48.0,97800.0
O00905,P0117,4.0,467700.0
O00906,P0111,43.0,47100.0
O00906,P0059,,451600.0
O00907,P0006,5.0,356200.0
O00907,P0063,20.0,180800.0
O00908,P0031,39.0,72900.0
O00908,P0149,8.0,82700.0
O00909,P0059,7.0,454200.0
O00909,P0092,32.0,409000.0
O00909,P0052,21.0,529800.0
O00910,P0117,14.0,
O00910,P0024,,316300.0
O00911,P0008,27.0,270900.0
O00911,P0002,3.0,294500.0
O00912,P0071,42.0,446800.0
O00912,P0018,2.0,160200.0
O00913,P0090,18.0,397200.0
O00913,P0075,19.0,
O00914,P0119,9.0,86900.0
O00914,P0072,50.0,215300.0
O00915,P0027,3.0,448000.0
O00915,P0127,31.0,120400.0
O00916,P0089,43.0,333400.0
O00916,P0035,5.0,336300.0
O00917,P0035,46.0,368200.0
O00917,P0144,6.0,38000.0
O00918,P0044,11.0,98100.0
O00918,P0030,38.0,188500.0
O00919,P0056,34.0,346400.0
O00919,P0003,44.0,460200.0
O00919,P0045,,71600.0
O00920,P0045,48.0,81500.0
O00920,P0001,17.0,361400.0
O00921,P0055,26.0,487500.0
O00921,P0114,45.0,218400.0
O00922,P0055,25.0,511600.0
O00922,P0116,27.0,469800.0
O00923,P0011,44.0,59600.0
O00923,P0034,49.0,266600.0
O00924,P0148,,270600.0
O00924,P0075,42.0,393600.0
O00925,P0077,42.0,76700.0
O00925,P0083,36.0,41700.0
O00926,P0014,41.0,291500.0
O00926,P0050,1.0,374800.0
O00927,P0022,23.0,208000.0
O00927,P0015,,367500.0
O00928,P0082,20.0,288300.0
O00928,P0120,37.0,178500.0
O00928,P0025,23.0,12600.0
O00929,P0117,33.0,366700.0
O00929,P0079,49.0,478300.0
O00930,P0094,,28800.0
O00930,P0145,49.0,109200.0
O00931,P0090,16.0,367500.0
O00931,P0063,29.0,190000.0
O00932,P0011,41.0,52300.0
O00932,P0052,-33.0,472500.0
O00933,P0076,30.0,42100.0
O00933,P0019,36.0,120200.0
O00933,P0063,33.0,186400.0
O00934,P0055,43.0,451000.0
O00934,P0072,43.0,188300.0
O00935,P0069,32.0,
O00935,P0010,26.0,194800.0
O00936,P0004,-1.0,
O00936,P0039,40.0,274300.0
O00937,P0122,15.0,343200.0
O00937,P0126,22.0,199300.0
O00938,P0071,22.0,427100.0
O00938,P0045,34.0,64900.0
O00939,P0117,18.0,369100.0
O00939,P0014,30.0,243100.0
O00939,P0085,20.0,218900.0
O00940,P0081,18.0,447500.0
O00940,P0047,11.0,192200.0
O00940,P0060,13.0,274100.0
O00941,P0011,6.0,52600.0
O00941,P0091,45.0,140800.0
O00942,P0031,18.0,67100.0
O00942,P0007,14.0,376200.0
O00943,P0018,9.0,201700.0
O00943,P0009,41.0,308900.0
O00944,P0037,42.0,209100.0
O00944,P0083,46.0,34500.0
O00945,P0132,1.0,433900.0
O00945,P0018,6.0,174900.0
O00945,P0082,42.0,236800.0
O00946,P0076,29.0,48300.0
O00946,P0094,30.0,33700.0
O00946,P0091,34.0,138700.0
O00947,P0119,49.0,92400.0
O00947,P0070,26.0,337200.0
O00947,P0048,40.0,399100.0
O00948,P0022,10.0,187100.0
O00948,P0067,14.0,43900.0
O00949,P0066,40.0,345300.0
O00949,P0126,50.0,182400.0
O00950,P0109,15.0,433300.0
O00950,P0012,15.0,424000.0
O00950,P0078,5.0,433200.0
O00951,P0087,28.0,213500.0
O00951,P0040,34.0,19200.0
O00952,P0066,17.0,365200.0
O00952,P0097,27.0,101600.0
O00953,P0017,22.0,286300.0
O00953,P0095,48.0,215400.0
O00954,P0073,32.0,69200.0
O00954,P0009,19.0,314000.0
O00955,P0106,13.0,
O00955,P0092,11.0,375500.0
O00956,P0065,45.0,290900.0
O00956,P0069,36.0,
O00957,P0082,44.0,309200.0
O00957,P0119,47.0,99100.0
O00958,P0048,,397300.0
O00958,P0103,1.0,313200.0
O00959,P0039,19.0,306400.0
O00959,P0045,35.0,
O00960,P0064,,114400.0
O00960,P0016,4.0,249100.0
O00960,P0137,16.0,445700.0
O00961,P0060,29.0,261800.0
O00961,P0043,19.0,61200.0
O00962,P0048,7.0,409900.0
O00962,P0104,34.0,214900.0
O00962,P0035,40.0,301100.0
O00963,P0055,12.0,474000.0
O00963,P0045,14.0,80400.0
O00964,P0037,2.0,233400.0
O00964,P0029,23.0,414000.0
O00965,P0135,34.0,427100.0
O00965,P0002,33.0,308600.0
O00966,P0097,25.0,108000.0
O00966,P0124,20.0,272500.0
O00967,P0074,36.0,116300.0
O00967,P0130,,
O00968,P0008,36.0,231200.0
O00968,P0064,20.0,
O00969,P0019,19.0,135000.0
O00969,P0106,49.0,487800.0
O00970,P0136,,306000.0
O00970,P0113,14.0,340600.0
O00971,P0113,12.0,314000.0
O00971,P0106,24.0,444400.0
O00972,P0144,11.0,37000.0
O00972,P0090,27.0,388300.0
O00973,P0083,16.0,40900.0
O00973,P0011,-39.0,49300.0
O00974,P0121,20.0,13200.0
O00974,P0052,42.0,539400.0
O00975,P0131,4.0,305900.0
O00975,P0080,5.0,442700.0
O00975,P0062,41.0,126400.0
O00976,P0084,16.0,24500.0
O00976,P0144,5.0,33800.0
O00977,P0075,35.0,463800.0
O00977,P0068,24.0,28200.0
O00978,P0049,23.0,126400.0
O00978,P0094,40.0,35300.0
O00979,P0076,21.0,50600.0
O00979,P0065,48.0,309800.0
O00980,P0120,27.0,154200.0
O00980,P0141,35.0,50500.0
O00981,P0025,2.0,10800.0
O00981,P0042,22.0,204400.0
O00982,P0118,36.0,392900.0
O00982,P0104,40.0,208300.0
O00982,P0105,5.0,114100.0
O00983,P0022,13.0,202900.0
O00983,P0050,31.0,375600.0
O00983,P0124,14.0,224200.0
O00984,P0022,14.0,192500.0
O00984,P0088,,57100.0
O00985,P0004,10.0,357300.0
O00985,P0007,4.0,351000.0
O00986,P0036,9.0,92900.0
O00986,P0056,6.0,354300.0
O00987,P0140,1.0,127300.0
O00987,P0073,39.0,63500.0
O00988,P0078,8.0,446500.0
O00988,P0086,35.0,140700.0
O00989,P0045,28.0,71800.0
O00989,P0076,45.0,39200.0
O00990,P0041,12.0,527700.0
O00990,P0062,19.0,120600.0
O00990,P0043,11.0,61700.0
O00991,P0032,16.0,336000.0
O00991,P0037,8.0,242700.0
O00992,P0021,9.0,34800.0
O00992,P0104,19.0,182100.0
O00992,P0129,35.0,121400.0
O00993,P0103,8.0,310800.0
O00993,P0092,40.0,380700.0
O00994,P0126,46.0,216100.0
O00994,P0060,46.0,213900.0
O00995,P0084,5.0,20700.0
O00995,P0020,,236400.0
O00996,P0139,22.0,417300.0
O00996,P0081,5.0,
O00997,P0055,9.0,538600.0
O00997,P0097,26.0,105300.0
O00998,P0055,9.0,524800.0
O00998,P0035,19.0,315900.0
O00999,P0047,10.0,249000.0
O00999,P0138,49.0,60900.0
O01000,P0074,32.0,136400.0
O01000,P0133,42.0,
O01001,P0071,29.0,447400.0
O01001,P0015,,432900.0
O01001,P0149,17.0,88700.0
O01002,P0141,31.0,
O01002,P0091,46.0,170500.0
O01003,P0113,31.0,376000.0
O01003,P0109,9.0,376600.0
O01003,P0088,23.0,60200.0
O01004,P0031,35.0,69900.0
O01004,P0048,28.0,434100.0
O01005,P0088,13.0,59500.0
O01005,P0006,26.0,276400.0
O01006,P0032,24.0,279800.0
O01006,P0116,34.0,385300.0
O01007,P0057,50.0,26200.0
O01007,P0104,39.0,178500.0
O01008,P0146,19.0,345200.0
O01008,P0130,-46.0,285800.0
O01009,P0039,25.0,347800.0
O01009,P0099,40.0,
O01010,P0138,44.0,73900.0
O01010,P0113,13.0,399600.0
O01011,P0114,5.0,266800.0
O01011,P0076,39.0,37900.0
O01012,P0144,43.0,30400.0
O01012,P0084,4.0,22400.0
O01013,P0057,,23300.0
O01013,P0036,37.0,79100.0
O01014,P0142,46.0,207500.0
O01014,P0060,25.0,285300.0
O01014,P0046,37.0,
O01015,P0097,38.0,86300.0
O01015,P0007,27.0,417400.0
O01015,P0119,49.0,97900.0
O01016,P0104,23.0,220000.0
O01016,P0117,36.0,481900.0
O01017,P0017,7.0,278900.0
O01017,P0065,43.0,383200.0
O01018,P0058,36.0,399800.0
O01018,P0083,3.0,36100.0
O01019,P0065,47.0,292000.0
O01019,P0068,10.0,26600.0
O01019,P0016,20.0,253200.0
O01020,P0090,20.0,356400.0
O01020,P0003,4.0,441300.0
O01020,P0126,42.0,164100.0
O01021,P0139,8.0,463000.0
O01021,P0149,26.0,90200.0
O01022,P0005,5.0,
O01022,P0145,42.0,130300.0
O01022,P0121,38.0,14700.0
O01023,P0033,37.0,482100.0
O01023,P0115,16.0,153300.0
O01024,P0061,39.0,482600.0
O01024,P0119,14.0,81600.0
O01025,P0079,44.0,355200.0
O01025,P0045,35.0,77800.0
O01026,P0104,18.0,210900.0
O01026,P0007,19.0,403300.0
O01027,P0008,12.0,223800.0
O01027,P0046,48.0,359400.0
O01028,P0103,,280900.0
O01028,P0018,12.0,193100.0
O01028,P0042,23.0,210200.0
O01029,P0089,25.0,366200.0
O01029,P0022,13.0,178400.0
O01029,P0099,14.0,178200.0
O01030,P0035,5.0,309700.0
O01030,P0024,26.0,317300.0
O01031,P0004,37.0,396100.0
O01031,P0083,44.0,38000.0
O01032,P0102,25.0,225000.0
O01032,P0112,50.0,409800.0
O01033,P0110,5.0,353300.0
O01033,P0061,31.0,433500.0
O01034,P0118,1.0,417500.0
O01034,P0020,24.0,227200.0
O01035,P0005,40.0,452000.0
O01035,P0103,37.0,265500.0
O01036,P0054,49.0,313500.0
O01036,P0056,37.0,374600.0
O01037,P0133,6.0,198600.0
O01037,P0130,14.0,359500.0
O01038,P0011,27.0,62100.0
O01038,P0013,48.0,99300.0
O01039,P0110,37.0,276000.0
O01039,P0014,23.0,266900.0
O01039,P0054,13.0,323700.0
O01040,P0083,41.0,
O01040,P0050,39.0,393100.0
O01041,P0010,30.0,229900.0
O01041,P0132,3.0,356600.0
O01042,P0044,50.0,94900.0
O01042,P0115,36.0,147300.0
O01043,P0134,33.0,382600.0
O01043,P0118,47.0,390100.0
O01043,P0046,27.0,459100.0
O01044,P0082,27.0,307900.0
O01044,P0043,24.0,61600.0
O01045,P0008,4.0,248300.0
O01045,P0048,23.0,493500.0
O01046,P0140,13.0,114700.0
O01046,P0069,7.0,172500.0
O01047,P0002,21.0,356100.0
O01047,P0011,45.0,46800.0
O01048,P0111,16.0,47800.0
O01048,P0044,38.0,86600.0
O01049,P0067,16.0,46200.0
O01049,P0047,5.0,204200.0
O01050,P0058,30.0,465500.0
O01050,P0051,3.0,380700.0
O01051,P0125,26.0,179700.0
O01051,P0077,16.0,87400.0
O01052,P0023,47.0,154600.0
O01052,P0007,37.0,432300.0
O01052,P0070,28.0,279400.0
O01053,P0072,7.0,191900.0
O01053,P0055,,508800.0
O01054,P0047,37.0,192300.0
O01054,P0134,40.0,457500.0
O01055,P0132,4.0,
O01055,P0003,29.0,447200.0
O01055,P0002,25.0,348000.0
O01056,P0039,42.0,280400.0
O01056,P0123,13.0,205100.0
O01057,P0005,32.0,461500.0
O01057,P0110,2.0,332200.0
O01057,P0105,40.0,114400.0
O01058,P0086,13.0,128800.0
O01058,P0062,40.0,134700.0
O01059,P0019,35.0,121800.0
O01059,P0146,3.0,335700.0
O01060,P0014,50.0,298000.0
O01060,P0020,5.0,226700.0
O01061,P0039,40.0,294600.0
O01061,P0037,33.0,208000.0
O01062,P0099,36.0,175100.0
O01062,P0147,14.0,196800.0
O01062,P0057,37.0,25200.0
O01063,P0086,33.0,122700.0
O01063,P0105,7.0,101800.0
O01064,P0040,34.0,16500.0
O01064,P0054,6.0,302500.0
O01065,P0062,8.0,102000.0
O01065,P0042,17.0,188600.0
O01066,P0088,31.0,46300.0
O01066,P0005,3.0,450500.0
O01067,P0107,18.0,524400.0
O01067,P0001,40.0,368500.0
O01068,P0073,22.0,59800.0
O01068,P0069,10.0,162400.0
O01068,P0007,48.0,322400.0
O01069,P0066,34.0,371900.0
O01069,P0093,18.0,189000.0
O01070,P0089,5.0,336900.0
O01070,P0041,-1.0,411600.0
O01070,P0085,13.0,
O01071,P0068,33.0,23700.0
O01071,P0092,44.0,393900.0
O01072,P0028,40.0,232200.0
O01072,P0015,48.0,356500.0
O01073,P0014,45.0,309600.0
O01073,P0120,13.0,
O01074,P0009,6.0,385800.0
O01074,P0108,29.0,323000.0
O01075,P0025,24.0,11600.0
O01075,P0038,31.0,256500.0
O01076,P0018,23.0,162500.0
O01076,P0114,42.0,257400.0
O01077,P0009,1.0,360600.0
O01077,P0073,1.0,65200.0
O01078,P0085,8.0,279000.0
O01078,P0111,17.0,44100.0
O01079,P0036,11.0,82900.0
O01079,P0145,31.0,110100.0
O01079,P0143,12.0,195400.0
O01080,P0017,9.0,298400.0
O01080,P0100,11.0,81600.0
O01081,P0148,33.0,313300.0
O01081,P0054,19.0,332100.0
O01082,P0001,38.0,391900.0
O01082,P0137,19.0,417400.0
O01083,P0120,40.0,154300.0
O01083,P0128,14.0,112500.0
O01084,P0017,32.0,324100.0
O01084,P0009,12.0,368100.0
O01085,P0078,37.0,502600.0
O01085,P0026,14.0,263000.0
O01086,P0022,18.0,226700.0
O01086,P0124,22.0,224500.0
O01087,P0135,20.0,419000.0
O01087,P0121,29.0,13400.0
O01087,P0099,39.0,160100.0
O01088,P0048,5.0,434300.0
O01088,P0017,10.0,335200.0
O01089,P0067,,44200.0
O01089,P0050,21.0,341800.0
O01090,P0138,16.0,77500.0
O01090,P0102,38.0,213800.0
O01090,P0084,32.0,20600.0
O01091,P0082,-32.0,299400.0
O01091,P0029,35.0,455000.0
O01091,P0113,5.0,348500.0
O01092,P0072,38.0,
O01092,P0142,6.0,202900.0
O01093,P0123,-26.0,218800.0
O01093,P0073,36.0,63200.0
O01093,P0140,16.0,141400.0
O01094,P0002,26.0,323300.0
O01094,P0003,31.0,406600.0
O01095,P0126,27.0,167600.0
O01095,P0094,41.0,32400.0
O01095,P0061,38.0,448000.0
O01096,P0147,13.0,236700.0
O01096,P0015,5.0,346300.0
O01097,P0004,23.0,380900.0
O01097,P0136,18.0,312300.0
O01098,P0142,28.0,182800.0
O01098,P0020,28.0,216800.0
O01098,P0141,28.0,53200.0
O01099,P0149,45.0,78300.0
O01099,P0051,36.0,404500.0
O01100,P0056,6.0,375900.0
O01100,P0145,34.0,102500.0
O01101,P0147,10.0,189600.0
O01101,P0044,47.0,82000.0
O01102,P0141,18.0,42200.0
O01102,P0103,24.0,310900.0
O01103,P0021,,34100.0
O01103,P0076,1.0,49100.0
O01103,P0012,42.0,370300.0
O01104,P0067,19.0,58200.0
O01104,P0001,,
O01104,P0101,-37.0,75300.0
O01105,P0145,,111800.0
O01105,P0003,25.0,435200.0
O01106,P0112,45.0,337600.0
O01106,P0056,26.0,313900.0
O01107,P0063,32.0,234600.0
O01107,P0048,36.0,492300.0
O01108,P0024,32.0,314600.0
O01108,P0129,43.0,115800.0
O01109,P0058,43.0,496200.0
O01109,P0026,33.0,271300.0
O01110,P0084,28.0,21000.0
O01110,P0085,3.0,239100.0
O01110,P0030,32.0,170600.0
O01111,P0010,40.0,193700.0
O01111,P0065,12.0,314200.0
O01112,P0101,,66300.0
O01112,P0085,3.0,264900.0
O01113,P0111,,36600.0
O01113,P0094,25.0,33600.0
O01114,P0087,3.0,180400.0
O01114,P0026,13.0,231900.0
O01114,P0053,46.0,114000.0
O01115,P0013,48.0,86200.0
O01115,P0108,35.0,295800.0
O01115,P0130,13.0,311700.0
O01116,P0013,16.0,102900.0
O01116,P0016,15.0,263000.0
O01116,P0144,45.0,35500.0
O01117,P0069,25.0,200500.0
O01117,P0036,28.0,77100.0
O01118,P0063,10.0,191800.0
O01118,P0021,35.0,36500.0
O01119,P0079,7.0,403000.0
O01119,P0124,3.0,208200.0
O01120,P0031,49.0,77600.0
O01120,P0071,19.0,384000.0
O01121,P0045,,69900.0
O01121,P0065,1.0,375800.0
O01121,P0068,22.0,23900.0
O01122,P0131,20.0,359300.0
O01122,P0090,13.0,453300.0
O01122,P0051,8.0,429300.0
O01123,P0080,50.0,382300.0
O01123,P0051,39.0,380600.0
O01124,P0035,35.0,349000.0
O01124,P0130,37.0,302600.0
O01125,P0033,30.0,
O01125,P0140,41.0,140300.0
O01126,P0031,15.0,
O01126,P0073,47.0,56500.0
O01126,P0009,46.0,393400.0
O01127,P0116,4.0,495300.0
O01127,P0049,47.0,138500.0
O01128,P0114,34.0,230300.0
O01128,P0121,47.0,14700.0
O01128,P0109,49.0,454300.0
O01129,P0140,50.0,144800.0
O01129,P0050,47.0,432100.0
O01130,P0102,23.0,209200.0
O01130,P0007,9.0,396500.0
O01131,P0089,19.0,390800.0
O01131,P0004,39.0,299700.0
O01132,P0136,4.0,273200.0
O01132,P0036,13.0,101500.0
O01133,P0108,,340700.0
O01133,P0026,24.0,261300.0
O01134,P0123,14.0,227100.0
O01134,P0127,41.0,149700.0
O01134,P0084,13.0,20300.0
O01135,P0051,48.0,428900.0
O01135,P0048,43.0,409400.0
O01136,P0121,-18.0,14700.0
O01136,P0079,17.0,365900.0
O01136,P0012,8.0,
O01137,P0111,21.0,46200.0
O01137,P0120,29.0,179600.0
O01138,P0023,16.0,151800.0
O01138,P0038,41.0,295600.0
O01139,P0067,,58300.0
O01139,P0063,12.0,232800.0
O01140,P0091,26.0,159100.0
O01140,P0149,39.0,87000.0
O01141,P0057,7.0,29000.0
O01141,P0124,38.0,234200.0
O01142,P0142,23.0,196300.0
O01142,P0100,48.0,65400.0
O01142,P0023,,154100.0
O01143,P0036,42.0,95000.0
O01143,P0128,14.0,94500.0
O01143,P0062,11.0,113700.0
O01144,P0129,35.0,
O01144,P0106,9.0,535500.0
O01145,P0050,2.0,374300.0
O01145,P0150,5.0,17000.0
O01146,P0126,31.0,195600.0
O01146,P0003,50.0,445400.0
O01147,P0025,17.0,
O01147,P0031,38.0,60200.0
O01148,P0116,44.0,504600.0
O01148,P0015,40.0,428800.0
O01149,P0077,44.0,79100.0
O01149,P0082,47.0,278200.0
O01149,P0042,34.0,180300.0
O01150,P0148,,289300.0
O01150,P0043,34.0,
O01151,P0042,40.0,190500.0
O01151,P0126,44.0,192800.0
O01152,P0024,13.0,285700.0
O01152,P0139,47.0,
O01153,P0017,37.0,320600.0
O01153,P0084,20.0,21300.0
O01154,P0006,50.0,344000.0
O01154,P0007,,
O01154,P0101,28.0,76100.0
O01155,P0026,20.0,224200.0
O01155,P0035,12.0,358300.0
O01156,P0043,16.0,54100.0
O01156,P0016,13.0,220300.0
O01157,P0031,14.0,65900.0
O01157,P0008,12.0,252500.0
O01158,P0010,27.0,217800.0
O01158,P0088,49.0,54200.0
O01159,P0082,44.0,268400.0
O01159,P0054,3.0,385300.0
O01160,P0022,16.0,
O01160,P0092,33.0,355200.0
O01160,P0002,31.0,325100.0
O01161,P0048,29.0,493300.0
O01161,P0084,43.0,24700.0
O01162,P0076,37.0,41400.0
O01162,P0088,49.0,55100.0
O01163,P0116,37.0,508000.0
O01163,P0041,38.0,491500.0
O01164,P0003,34.0,541500.0
O01164,P0150,43.0,13900.0
O01165,P0083,35.0,33600.0
O01165,P0150,24.0,15500.0
O01166,P0144,36.0,36700.0
O01166,P0101,16.0,67700.0
O01166,P0053,28.0,109800.0
O01167,P0045,24.0,63100.0
O01167,P0074,16.0,131400.0
O01168,P0050,36.0,321000.0
O01168,P0147,23.0,183400.0
O01169,P0048,43.0,381800.0
O01169,P0033,15.0,
O01170,P0091,47.0,144400.0
O01170,P0090,17.0,415300.0
O01171,P0048,15.0,455800.0
O01171,P0015,22.0,431100.0
O01172,P0058,48.0,457900.0
O01172,P0108,7.0,368500.0
O01173,P0104,11.0,207300.0
O01173,P0141,30.0,54500.0
O01173,P0052,3.0,497100.0
O01174,P0046,20.0,416600.0
O01174,P0133,21.0,178600.0
O01175,P0127,41.0,122400.0
O01175,P0007,35.0,381300.0
O01175,P0130,24.0,313000.0
O01176,P0020,38.0,202900.0
O01176,P0106,33.0,487800.0
O01177,P0052,39.0,423100.0
O01177,P0138,35.0,
O01178,P0010,24.0,204300.0
O01178,P0071,42.0,351000.0
O01179,P0102,29.0,202000.0
O01179,P0043,8.0,57900.0
O01180,P0007,45.0,416900.0
O01180,P0111,,38100.0
O01181,P0054,12.0,290300.0
O01181,P0130,30.0,337400.0
O01181,P0084,48.0,23400.0
O01182,P0095,2.0,235300.0
O01182,P0049,12.0,136000.0
O01183,P0100,1.0,70100.0
O01183,P0061,10.0,472500.0
O01184,P0086,28.0,114400.0
O01184,P0094,17.0,28700.0
O01185,P0003,45.0,517600.0
O01185,P0123,11.0,210000.0
O01186,P0021,34.0,30000.0
O01186,P0088,44.0,47200.0
O01187,P0087,11.0,174400.0
O01187,P0104,30.0,217200.0
O01188,P0035,1.0,359800.0
O01188,P0097,26.0,111000.0
O01188,P0056,28.0,367200.0
O01189,P0127,40.0,151700.0
O01189,P0124,20.0,244000.0
O01190,P0047,10.0,223100.0
O01190,P0025,47.0,9700.0
O01190,P0102,31.0,213700.0
O01191,P0083,30.0,32900.0
O01191,P0144,10.0,32300.0
O01192,P0088,19.0,56900.0
O01192,P0144,15.0,32500.0
O01193,P0019,8.0,125900.0
O01193,P0036,29.0,80600.0
O01193,P0120,38.0,170000.0
O01194,P0033,1.0,443300.0
O01194,P0125,20.0,
O01195,P0060,36.0,286400.0
O01195,P0120,6.0,162300.0
O01196,P0045,9.0,69700.0
O01196,P0099,14.0,159500.0
O01197,P0127,13.0,131800.0
O01197,P0119,19.0,82500.0
O01197,P0040,35.0,15900.0
O01198,P0103,28.0,263800.0
O01198,P0014,13.0,255300.0
O01199,P0041,4.0,505200.0
O01199,P0015,44.0,384000.0
O01200,P0012,50.0,409800.0
O01200,P0086,12.0,146000.0
O01201,P0114,9.0,207800.0
O01201,P0126,20.0,
O01202,P0056,5.0,317000.0
O01202,P0044,36.0,92400.0
O01203,P0073,23.0,53200.0
O01203,P0027,42.0,401500.0
O01204,P0135,10.0,327500.0
O01204,P0062,24.0,115500.0
O01205,P0133,27.0,193400.0
O01205,P0094,13.0,28300.0
O01205,P0045,6.0,71300.0
O01206,P0040,37.0,19000.0
O01206,P0051,18.0,417800.0
O01207,P0098,43.0,492800.0
O01207,P0073,19.0,62400.0
O01207,P0018,13.0,197500.0
O01208,P0037,8.0,243100.0
O01208,P0101,15.0,
O01209,P0111,45.0,38000.0
O01209,P0114,,211400.0
O01210,P0023,41.0,153000.0
O01210,P0016,42.0,
O01211,P0069,27.0,199300.0
O01211,P0067,27.0,55200.0
O01212,P0005,27.0,445500.0
O01212,P0043,13.0,55600.0
O01213,P0086,3.0,122900.0
O01213,P0071,9.0,345400.0
O01214,P0116,34.0,393500.0
O01214,P0104,13.0,215600.0
O01215,P0146,41.0,412200.0
O01215,P0136,15.0,326800.0
O01216,P0075,49.0,411700.0
O01216,P0043,18.0,
O01217,P0123,37.0,195300.0
O01217,P0135,46.0,350100.0
O01217,P0035,48.0,352300.0
O01218,P0029,12.0,442600.0
O01218,P0045,26.0,81300.0
O01219,P0139,40.0,420000.0
O01219,P0065,41.0,307800.0
O01219,P0021,17.0,30000.0
