engagement_id,pharmacy_id,contact_date,channel,engagement_type,is_responded,is_ordered,offer_value
E00372,PH0140,2022-04-09,Call,Hàng mới,0,1,1243000.0
E00373,PH0553,2024-03-24,Zalo,Nhắc đặt lại,1,0,1429000.0
E00374,PH0422,2025-06-27,Sales rep,Thăm trình dược,1,0,1864000.0
E00375,PH0177,2024-06-25,Email,Hàng mới,0,0,0.0
E00376,PH0109,04-17-2021,Call,Thăm trình dược,0,0,1782000.0
E00377,PH0721,2021-11-06,Call,Khuyến mãi,1,1,936000.0
E00378,PH0304,2025-06-09,Sales rep,Hàng mới,0,0,603000.0
E00379,PH0087,2023-02-03,Zalo,Nhắc đặt lại,0,0,0.0
E00380,PH0190,2023-11-17,Zalo,Thăm trình dược,0,0,1840000.0
E00381,PH0338,2023-07-17,Zalo,Thăm trình dược,0,0,0.0
E00382,PH0368,2024-09-18,,Nhắc đặt lại,1,1,1585000.0
E00383,PH0038,2025-06-08,Zalo,Hàng mới,0,0,0.0
E00384,PH0455,2025-09-12,Sales rep,Thăm trình dược,1,0,193000.0
E00385,PH0632,2024-12-03,Zalo,Khuyến mãi,0,1,1768000.0
E00386,PH0669,2025-07-21,Call,Nhắc đặt lại,0,0,0.0
E00387,PH0203,2023-03-24,Email,Thăm trình dược,0,0,458000.0
E00388,PH0693,04-11-2022,Sales rep,Hàng mới,Yes,0,1653000.0
E00389,PH0084,2024-09-17,Zalo,Hàng mới,0,0,1990000.0
E00390,PH0116,2022-01-26,Email,Thăm trình dược,0,0,1714000.0
E00391,PH0796,2024-09-08,Email,Thăm trình dược,0,0,0.0
E00392,PH0002,2023-09-28,Email,Khuyến mãi,0,0,0.0
E00393,PH0665,2021-08-05,Email,Thăm trình dược,0,0,697000.0
E00394,PH0209,2022-07-29,Call,Thăm trình dược,0,0,846000.0
E00395,PH0300,2024-06-19,Email,Hàng mới,0,0,0.0
E00396,PH0161,01-26-2025,Email,Hàng mới,1,0,527000.0
E00397,PH0081,2025-11-13,Email,Thăm trình dược,1,1,0.0
E00398,PH0765,2024-10-14,Zalo,Hàng mới,1,1,1555000.0
E00399,PH0797,05/07/2022,Email,Thăm trình dược,0,0,
E00400,PH0716,2025-11-15,Call,Hàng mới,1,0,47000.0
E00401,PH0713,2022-07-21,Pigeon,Hàng mới,1,0,0.0
E00402,PH0446,2023-10-12,Call,Nhắc đặt lại,0,0,1576000.0
E00403,PH0109,2021-07-26,Sales rep,Thăm trình dược,1,0,0.0
E00404,PH0616,2025-09-13,,Thăm trình dược,0,0,0.0
E00405,PH0720,2024-10-23,Sales rep,,0,0,1253000.0
E00406,PH0248,2023-05-10,Sales rep,Hàng mới,0,0,1043000.0
E00407,PH0177,11-14-2022,Sales rep,Nhắc đặt lại,1,0,120000.0
E00408,PH0446,2024-06-27,Zalo,,TRUE,0,0.0
E00409,PH0745,2025-03-24,Sales rep,Hàng mới,1,1,1038000.0
E00410,PH0349,2024-02-17,Zalo,Hàng mới,0,0,1944000.0
E00411,PH0390,2022-10-03,Email,Nhắc đặt lại,0,0,1166000.0
E00412,PH0402,18/02/2024,Sales rep,Hàng mới,1,1,0.0
E00413,PH0315,2025-03-10,Zalo,Hàng mới,1,0,0.0
E00414,PH0769,2025-03-13,Email,Nhắc đặt lại,1,0,0.0
E00415,PH0075,2023-11-19,Email,Thăm trình dược,Yes,0,1380000.0
E00416,PH0584,2024-05-05,Sales rep,,0,0,459000.0
E00417,PH0109,13/10/2024,Zalo,Nhắc đặt lại,1,0,1225000.0
E00418,PH0491,2022-06-25,Call,Khuyến mãi,0,0,1259000.0
E00419,PH0206,2025-05-25,Zalo,Hàng mới,1,0,220000.0
E00420,PH0769,2023-06-05,Sales rep,Nhắc đặt lại,1,1,245000.0
E00421,PH0132,2025-04-11,Zalo,Hàng mới,0,0,0.0
E00422,PH0209,2025-01-23,Zalo,Thăm trình dược,0,0,0.0
E00423,PH0199,29/06/2024,Sales rep,Thăm trình dược,0,0,858000.0
E00424,PH0762,2024-09-27,Sales rep,,1,1,1679000.0
E00425,PH0407,2022-02-04,Sales rep,Nhắc đặt lại,1,1,603000.0
E00426,PH0724,11/08/2025,Email,Khuyến mãi,0,0,694000.0
E00427,PH0099,2023-11-07,Sales rep,Thăm trình dược,0,0,0.0
E00428,PH0636,22/05/2025,Email,Thăm trình dược,0,0,1957000.0
E00429,PH0331,20/01/2025,Sales rep,Nhắc đặt lại,Yes,0,0.0
E00430,PH0298,2025-11-10,Sales rep,Khuyến mãi,0,0,1634000.0
E00431,PH0555,2025-07-03,Email,Hàng mới,1,1,1785000.0
E00432,PH0170,2024-07-22,Email,,1,0,869000.0
E00433,PH0004,14/07/2022,,Khuyến mãi,1,1,0.0
E00434,PH0357,2025-08-02,Call,Khuyến mãi,0,1,1683000.0
E00435,PH0592,10-30-2025,Sales rep,Thăm trình dược,1,0,0.0
E00436,PH0736,2024-12-22,Email,Hàng mới,1,0,1287000.0
E00437,PH0326,2024-11-10,Zalo,Hàng mới,0,0,1862000.0
E00438,PH0549,2024-11-07,Zalo,Nhắc đặt lại,0,1,0.0
E00439,PH0742,2020-08-25,Call,Thăm trình dược,0,0,0.0
E00440,PH0480,2025-06-11,Email,Hàng mới,TRUE,0,1139000.0
E00441,PH0770,2022-10-14,Pigeon,Nhắc đặt lại,1,1,0.0
E00442,PH0016,04/12/2025,Call,Hàng mới,0,0,
E00443,PH0713,2024-03-07,Sales rep,Hàng mới,1,1,1101000.0
E00444,PH0760,2025-10-05,Pigeon,Hàng mới,1,1,123000.0
E00445,PH0413,2024-08-07,Call,Thăm trình dược,1,0,0.0
E00446,PH0125,12-03-2023,Email,Thăm trình dược,0,0,0.0
E00447,PH0631,2025-02-25,Zalo,Hàng mới,0,0,1048000.0
E00448,PH0611,18/10/2025,Sales rep,Hàng mới,0,0,433000.0
E00449,PH0057,2024-11-10,Sales rep,Thăm trình dược,0,0,0.0
E00450,PH0588,09/10/2023,,Khuyến mãi,1,0,1833000.0
E00451,PH0347,09-28-2021,Call,Hàng mới,1,0,1002000.0
E00452,PH0563,2021-10-25,Sales rep,Khuyến mãi,1,1,0.0
E00453,PH0169,2024-12-18,Email,Thăm trình dược,1,0,305000.0
E00454,PH0227,19/05/2024,Call,Khuyến mãi,1,0,243000.0
E00455,PH0012,2024-10-02,Email,Thăm trình dược,0,0,0.0
E00456,PH0649,2025-11-18,Call,Khuyến mãi,0,0,0.0
E00457,PH0502,2025-02-26,Email,Khuyến mãi,0,0,1162000.0
E00458,PH0064,05-24-2020,Zalo,Hàng mới,1,1,0.0
E00459,PH0166,2025-10-29,Email,Nhắc đặt lại,0,0,98000.0
E00460,PH0465,2024-01-18,Zalo,Thăm trình dược,1,0,0.0
E00461,PH0182,2025-09-27,Zalo,Thăm trình dược,1,1,1549000.0
E00462,PH0028,2023-11-12,Zalo,Nhắc đặt lại,1,0,0.0
E00463,PH0326,2025-11-16,Sales rep,Thăm trình dược,0,0,0.0
E00464,PH0013,2024-07-11,Zalo,Khuyến mãi,0,0,0.0
E00465,PH0630,2025-08-22,Zalo,Khuyến mãi,1,0,0.0
E00466,PH0209,17/10/2025,Email,Thăm trình dược,Yes,0,0.0
E00467,PH0488,2024-07-15,Call,Thăm trình dược,1,1,589000.0
E00468,PH0569,2025-10-27,Call,Khuyến mãi,0,0,69000.0
E00469,PH0029,2023-11-22,Call,Khuyến mãi,1,0,0.0
E00470,PH0271,2025-08-06,Zalo,Khuyến mãi,0,0,0.0
E00471,PH0505,06-22-2022,Call,Hàng mới,0,0,1266000.0
E00472,PH0166,2023-02-19,Call,Khuyến mãi,0,0,0.0
E00473,PH0183,2025-08-28,Zalo,Khuyến mãi,0,0,0.0
E00474,PH0095,2023-12-13,Email,Hàng mới,TRUE,0,666000.0
E00475,PH0560,2022-03-24,Call,,1,0,431000.0
E00476,PH0358,2025-07-17,Email,Nhắc đặt lại,1,0,0.0
E00477,PH0279,2025-11-14,Sales rep,Thăm trình dược,Yes,0,1048000.0
E00478,PH0236,2025-03-17,Call,,1,0,1453000.0
E00479,PH0278,2025-07-28,Email,Khuyến mãi,0,0,1727000.0
E00480,PH0664,2025-04-10,Call,Hàng mới,1,0,1352000.0
E00481,PH0461,2021-12-15,Zalo,Nhắc đặt lại,0,0,1509000.0
E00482,PH0144,01-05-2024,Call,Thăm trình dược,1,0,0.0
E00483,PH0773,2022-07-05,Sales rep,Thăm trình dược,0,0,1207000.0
E00484,PH0315,2024-07-08,Call,Thăm trình dược,1,0,0.0
E00485,PH0509,2022-09-22,Email,Khuyến mãi,1,0,0.0
E00486,PH0231,2025-04-20,Email,Hàng mới,1,1,159000.0
E00487,PH0340,2022-11-02,Email,Hàng mới,1,0,1445000.0
E00488,PH0024,2022-09-23,Zalo,Khuyến mãi,0,0,1228000.0
E00489,PH0762,2024-08-27,Email,Thăm trình dược,0,0,989000.0
E00490,PH0131,2025-04-27,Zalo,Nhắc đặt lại,0,0,1071000.0
E00491,PH0125,2024-01-29,Email,Hàng mới,1,1,0.0
E00492,PH0372,2025-06-01,Email,Nhắc đặt lại,1,1,0.0
E00493,PH0762,2025-11-16,Pigeon,Thăm trình dược,1,0,0.0
E00494,PH0187,2022-05-29,Email,Nhắc đặt lại,1,0,266000.0
E00495,PH0658,2023-05-19,Zalo,Thăm trình dược,1,1,0.0
E00496,PH0524,2023-05-05,Email,Nhắc đặt lại,0,0,0.0
E00497,PH0324,2023-09-06,Email,Thăm trình dược,1,1,0.0
E00498,PH0250,2023-12-03,Email,Khuyến mãi,0,0,212000.0
E00499,PH0465,2024-01-16,Email,Khuyến mãi,1,1,56000.0
E00500,PH0317,2024-04-18,Email,Khuyến mãi,1,1,1964000.0
E00501,PH0590,2025-03-27,Zalo,Khuyến mãi,0,0,0.0
E00502,PH0026,03/04/2025,Call,Nhắc đặt lại,1,0,1366000.0
E00503,PH0594,2025-01-26,Zalo,Hàng mới,1,0,0.0
E00504,PH0209,2021-03-16,Call,Nhắc đặt lại,1,0,0.0
E00505,PH0165,10-16-2023,Zalo,Thăm trình dược,1,1,1343000.0
E00506,PH0206,25/10/2025,Call,Hàng mới,1,0,0.0
E00507,PH0354,2025-12-15,Zalo,Hàng mới,1,0,1507000.0
E00508,PH0772,2025-12-17,Zalo,Thăm trình dược,1,0,786000.0
E00509,PH0300,2024-05-23,Call,Hàng mới,1,0,1652000.0
E00510,PH0038,2024-05-16,Email,Hàng mới,0,0,1629000.0
E00511,PH0593,2025-05-13,Email,,1,0,0.0
E00512,PH0390,2022-12-17,Zalo,Thăm trình dược,1,1,0.0
E00513,PH0746,2024-08-22,Email,Khuyến mãi,1,0,1206000.0
E00514,PH0075,2025-02-26,Email,Thăm trình dược,1,1,619000.0
E00515,PH0332,2021-11-16,Pigeon,Khuyến mãi,0,1,1351000.0
E00516,PH0296,2023-09-24,Call,Thăm trình dược,1,1,1256000.0
E00517,PH0676,12-06-2025,Email,Thăm trình dược,0,0,1518000.0
E00518,PH0650,2025-07-10,Pigeon,Nhắc đặt lại,TRUE,0,1111000.0
E00519,PH0309,2025-09-02,Email,Thăm trình dược,1,1,
E00520,PH0555,2025-08-21,Call,Khuyến mãi,1,0,0.0
E00521,PH0229,2025-05-16,Sales rep,Hàng mới,1,0,969000.0
E00522,PH0125,2024-07-26,Sales rep,Nhắc đặt lại,1,1,0.0
E00523,PH0341,2023-03-11,,Nhắc đặt lại,0,0,511000.0
E00524,PH0007,2022-05-12,Email,Khuyến mãi,1,1,1920000.0
E00525,PH0732,10-01-2023,Email,Hàng mới,1,0,0.0
E00526,PH0748,2025-05-17,Sales rep,Hàng mới,0,0,
E00527,PH0624,28/03/2024,Call,Hàng mới,0,0,1117000.0
E00528,PH0299,2024-04-21,Sales rep,Thăm trình dược,1,0,1754000.0
E00529,PH0489,2025-05-10,Call,Nhắc đặt lại,1,1,850000.0
E00530,PH0614,2023-08-01,Email,Khuyến mãi,0,0,805000.0
E00531,PH0073,05-26-2025,Sales rep,,0,0,1410000.0
E00532,PH0653,2024-04-11,Email,Nhắc đặt lại,0,0,254000.0
E00533,PH0794,2025-05-09,Zalo,Khuyến mãi,0,0,0.0
E00534,PH0763,06/11/2024,Email,Nhắc đặt lại,1,0,1346000.0
E00535,PH0126,03-29-2025,Zalo,Thăm trình dược,Yes,0,897000.0
E00536,PH0326,08-30-2023,Email,,0,0,0.0
E00537,PH0750,03/06/2024,Email,Khuyến mãi,0,0,460000.0
E00538,PH0342,02/04/2025,Call,Khuyến mãi,1,1,360000.0
E00539,PH0527,12-27-2020,Call,Nhắc đặt lại,1,1,0.0
E00540,PH0314,2025-08-10,Call,Khuyến mãi,1,1,0.0
E00541,PH0493,2023-08-24,Call,Thăm trình dược,1,1,0.0
E00542,PH0519,2025-10-18,Call,Thăm trình dược,0,0,412000.0
E00543,PH0582,2020-11-24,Sales rep,Nhắc đặt lại,TRUE,0,822000.0
E00544,PH0485,2024-12-11,Sales rep,Thăm trình dược,0,0,511000.0
E00545,PH0041,2023-11-14,Zalo,Khuyến mãi,1,0,1851000.0
E00546,PH0239,2025-12-28,Sales rep,Khuyến mãi,1,1,0.0
E00547,PH0339,2022-08-08,Sales rep,Khuyến mãi,0,0,0.0
E00548,PH0458,2025-10-21,Zalo,Thăm trình dược,1,0,0.0
E00549,PH0261,2024-06-11,,Khuyến mãi,0,0,1079000.0
E00550,PH0205,2025-04-09,Call,Hàng mới,0,0,1747000.0
E00551,PH0158,25/01/2023,Call,Hàng mới,0,0,1544000.0
E00552,PH0378,21/03/2020,Email,Nhắc đặt lại,1,0,1320000.0
E00553,PH0476,2025-06-18,Zalo,Khuyến mãi,1,1,205000.0
E00554,PH0581,2021-08-07,Zalo,Nhắc đặt lại,0,0,0.0
E00555,PH0338,2024-03-31,Email,Thăm trình dược,1,1,744000.0
E00556,PH0352,2024-04-20,Sales rep,Thăm trình dược,TRUE,0,
E00557,PH0580,2025-06-06,Zalo,Nhắc đặt lại,1,0,1875000.0
E00558,PH0311,2024-06-23,,Nhắc đặt lại,1,0,328000.0
E00559,PH0136,21/04/2024,Zalo,Khuyến mãi,1,1,0.0
E00560,PH0420,2023-10-06,Sales rep,Nhắc đặt lại,0,0,0.0
E00561,PH0483,2023-04-18,Zalo,Thăm trình dược,0,0,0.0
E00562,PH0462,2024-06-28,Call,Nhắc đặt lại,1,1,0.0
E00563,PH0715,2024-10-04,Call,Thăm trình dược,1,0,1419000.0
E00564,PH0697,2025-03-16,Call,Hàng mới,0,1,1380000.0
E00565,PH0069,04-09-2024,Zalo,Khuyến mãi,0,0,544000.0
E00566,PH0572,2022-11-24,Zalo,Hàng mới,0,0,0.0
E00567,PH0462,2023-03-14,Zalo,Khuyến mãi,0,0,414000.0
E00568,PH0669,21/04/2024,Sales rep,Thăm trình dược,1,0,1658000.0
E00569,PH0605,2021-08-31,Zalo,Thăm trình dược,1,1,0.0
E00570,PH0506,26/05/2025,Sales rep,Hàng mới,1,1,1968000.0
E00571,PH0398,2024-11-26,Zalo,Hàng mới,1,0,232000.0
E00572,PH0454,03/08/2025,Zalo,Thăm trình dược,0,0,888000.0
E00573,PH0109,19/11/2021,Call,Thăm trình dược,1,0,441000.0
E00574,PH0305,2024-09-28,Sales rep,Khuyến mãi,0,0,1683000.0
E00575,PH0453,2025-12-06,Sales rep,Khuyến mãi,1,0,0.0
E00576,PH0602,2025-01-08,Sales rep,Thăm trình dược,1,1,1086000.0
E00577,PH0582,2024-07-09,Zalo,Nhắc đặt lại,0,0,1597000.0
E00578,PH0168,19/10/2024,Sales rep,Nhắc đặt lại,1,0,0.0
E00579,PH0748,2025-07-08,Zalo,Khuyến mãi,1,1,953000.0
E00580,PH0735,2022-08-31,Call,Nhắc đặt lại,0,0,1007000.0
E00581,PH0018,2024-05-16,Sales rep,Thăm trình dược,1,0,1120000.0
E00582,PH0739,2020-06-07,Zalo,Hàng mới,1,0,0.0
E00583,PH0738,05-17-2025,Sales rep,Khuyến mãi,0,0,1412000.0
E00584,PH0421,2025-05-22,,Hàng mới,0,0,0.0
E00585,PH0503,2024-08-17,Zalo,Thăm trình dược,1,1,
E00586,PH0410,2023-11-03,Call,Thăm trình dược,0,0,684000.0
E00587,PH0422,2025-05-10,Call,Khuyến mãi,1,1,1429000.0
E00588,PH0237,2025-04-01,Sales rep,Thăm trình dược,1,0,0.0
E00589,PH0345,2023-07-19,,Nhắc đặt lại,1,0,1554000.0
E00590,PH0705,2025-01-13,Call,Thăm trình dược,1,0,427000.0
E00591,PH0100,23/11/2024,Zalo,Nhắc đặt lại,1,0,0.0
E00592,PH0582,2025-04-16,Call,Hàng mới,1,0,1816000.0
E00593,PH0139,2023-03-01,Email,Khuyến mãi,0,0,1745000.0
E00594,PH0046,2024-03-24,Pigeon,Nhắc đặt lại,1,1,
E00595,PH0313,07/04/2024,Email,Thăm trình dược,1,1,1112000.0
E00596,PH0157,2023-03-21,Sales rep,Nhắc đặt lại,0,0,1249000.0
E00597,PH0019,2024-01-26,Sales rep,Nhắc đặt lại,1,0,996000.0
E00598,PH0108,2025-12-05,Sales rep,Khuyến mãi,0,0,232000.0
E00599,PH0479,2024-10-31,Sales rep,Hàng mới,0,0,0.0
E00600,PH0580,06/12/2024,Call,Khuyến mãi,1,0,105000.0
E00601,PH0562,2022-07-07,Call,Hàng mới,0,0,0.0
E00602,PH0498,2025-05-19,Zalo,Khuyến mãi,0,0,954000.0
E00603,PH0784,2025-08-14,Zalo,Hàng mới,1,1,249000.0
E00604,PH0480,2025-01-26,Call,Hàng mới,0,0,1024000.0
E00605,PH0612,2025-02-25,Zalo,Thăm trình dược,1,0,1422000.0
E00606,PH0384,2023-12-13,Email,Hàng mới,1,0,1293000.0
E00607,PH0375,2025-11-20,Call,Nhắc đặt lại,0,0,0.0
E00608,PH0087,2023-05-03,Email,Hàng mới,TRUE,0,936000.0
E00609,PH0410,09-22-2024,Call,Thăm trình dược,0,1,486000.0
E00610,PH0128,2022-01-20,Sales rep,Hàng mới,1,0,0.0
E00611,PH0378,2024-12-26,,Nhắc đặt lại,1,1,
E00612,PH0758,2020-11-30,,Nhắc đặt lại,1,0,0.0
E00613,PH0040,2025-06-01,Email,Khuyến mãi,0,0,0.0
E00614,PH0579,2024-07-05,Email,Thăm trình dược,0,1,864000.0
E00615,PH0376,2025-04-11,Call,Khuyến mãi,0,0,1113000.0
E00616,PH0395,2025-01-14,Zalo,Khuyến mãi,1,1,1586000.0
E00617,PH0235,2023-06-22,Sales rep,Thăm trình dược,1,0,840000.0
E00618,PH0012,2025-12-31,Call,Nhắc đặt lại,1,1,0.0
E00619,PH0377,29/07/2025,Zalo,Khuyến mãi,0,0,1422000.0
E00620,PH0115,2024-08-06,Call,Khuyến mãi,0,0,1484000.0
E00621,PH0638,2024-06-04,Sales rep,Khuyến mãi,0,0,390000.0
E00622,PH0270,15/02/2021,Email,Nhắc đặt lại,1,1,1542000.0
E00623,PH0688,03-26-2024,,Hàng mới,0,0,0.0
E00624,PH0490,2024-05-25,Zalo,Thăm trình dược,0,0,1264000.0
E00625,PH0557,2024-11-08,Zalo,Thăm trình dược,0,0,0.0
E00626,PH0445,2025-12-11,Call,Nhắc đặt lại,1,0,0.0
E00627,PH0335,2023-05-01,Sales rep,Hàng mới,0,0,0.0
E00628,PH0320,2025-10-22,Zalo,Khuyến mãi,0,0,917000.0
E00629,PH0211,01-22-2021,Email,Nhắc đặt lại,1,1,0.0
E00630,PH0248,2023-12-27,Zalo,Hàng mới,1,1,0.0
E00631,PH0404,2025-08-01,Sales rep,Hàng mới,1,0,1000.0
E00632,PH0211,2020-07-17,Sales rep,,1,0,0.0
E00633,PH0370,2025-09-02,Zalo,Khuyến mãi,1,0,1319000.0
E00634,PH0785,2021-04-28,Call,Thăm trình dược,1,0,1764000.0
E00635,PH0478,21/09/2025,Zalo,Hàng mới,1,1,591000.0
E00636,PH0066,2020-02-19,Call,,0,0,1499000.0
E00637,PH0077,2025-07-31,Zalo,Hàng mới,0,0,540000.0
E00638,PH0388,05/04/2023,,Khuyến mãi,1,0,659000.0
E00639,PH0160,2024-02-23,Email,Thăm trình dược,1,0,1723000.0
E00640,PH0466,2024-10-18,Sales rep,Nhắc đặt lại,0,0,0.0
E00641,PH0507,2025-11-26,Sales rep,Nhắc đặt lại,1,0,0.0
E00642,PH0373,2025-01-31,Sales rep,Nhắc đặt lại,1,0,1958000.0
E00643,PH0143,2025-02-04,Call,Nhắc đặt lại,0,0,0.0
E00644,PH0605,31/07/2024,Zalo,Thăm trình dược,0,0,0.0
E00645,PH0173,21/04/2024,Zalo,Nhắc đặt lại,0,0,1030000.0
E00646,PH0792,2024-04-08,Sales rep,Khuyến mãi,0,0,0.0
E00647,PH0137,2023-09-28,Zalo,Thăm trình dược,1,1,445000.0
E00648,PH0077,2022-09-26,Pigeon,Nhắc đặt lại,0,0,0.0
E00649,PH0397,2025-03-18,Email,Thăm trình dược,0,0,1185000.0
E00650,PH0398,2024-01-17,Call,Nhắc đặt lại,1,0,1681000.0
E00651,PH0669,2024-03-14,Sales rep,Hàng mới,0,0,0.0
E00652,PH0034,2025-06-24,Call,Thăm trình dược,0,0,0.0
E00653,PH0193,2024-09-06,Zalo,Thăm trình dược,0,0,0.0
E00654,PH0600,2024-05-10,Email,Hàng mới,1,0,0.0
E00655,PH0130,2025-03-28,Zalo,Nhắc đặt lại,0,0,1726000.0
E00656,PH0525,2024-12-12,Zalo,Nhắc đặt lại,Yes,0,0.0
E00657,PH0657,2025-01-09,Zalo,Khuyến mãi,1,0,450000.0
E00658,PH0640,2024-09-13,Sales rep,,0,1,1114000.0
E00659,PH0395,14/07/2025,Zalo,Hàng mới,1,1,186000.0
E00660,PH0727,15/09/2020,Sales rep,,1,0,495000.0
E00661,PH0024,2022-12-29,Zalo,Nhắc đặt lại,1,1,0.0
E00662,PH0642,25/05/2024,Call,Nhắc đặt lại,0,0,1580000.0
E00663,PH0236,2025-05-20,Zalo,,1,1,226000.0
E00664,PH0280,12/07/2024,Zalo,Thăm trình dược,1,0,29000.0
E00665,PH0023,2025-02-09,Sales rep,Nhắc đặt lại,1,1,1467000.0
E00666,PH0350,03-12-2025,Sales rep,Khuyến mãi,1,0,247000.0
E00667,PH0582,2021-02-26,Zalo,Thăm trình dược,0,0,0.0
E00668,PH0028,2024-02-05,Call,Khuyến mãi,0,0,1926000.0
E00669,PH0275,2025-11-03,Call,Khuyến mãi,1,0,0.0
E00670,PH0132,2024-06-08,Zalo,Nhắc đặt lại,0,0,1773000.0
E00671,PH0738,2024-12-28,Sales rep,Hàng mới,1,0,1616000.0
E00672,PH0033,2025-10-27,Call,,0,0,1263000.0
E00673,PH0673,2024-06-22,Sales rep,,1,1,1843000.0
E00674,PH0542,2023-08-21,Sales rep,Thăm trình dược,1,1,0.0
E00675,PH0324,08/05/2025,Call,Khuyến mãi,0,0,380000.0
E00676,PH0197,2023-01-04,Sales rep,Thăm trình dược,1,1,0.0
E00677,PH0446,2023-10-25,Sales rep,Nhắc đặt lại,1,1,750000.0
E00678,PH0683,2023-01-30,Sales rep,Nhắc đặt lại,1,1,492000.0
E00679,PH0380,14/03/2025,Email,Khuyến mãi,0,0,1531000.0
E00680,PH0617,16/09/2022,Sales rep,Nhắc đặt lại,0,0,805000.0
E00681,PH0306,04-14-2025,Email,Khuyến mãi,0,0,1274000.0
E00682,PH0709,2025-11-28,Call,Hàng mới,0,0,0.0
E00683,PH0585,13/01/2025,Zalo,Nhắc đặt lại,1,1,0.0
E00684,PH0581,2021-05-11,Sales rep,Hàng mới,1,1,765000.0
E00685,PH0119,22/08/2024,Sales rep,Hàng mới,1,0,0.0
E00686,PH0083,2023-03-25,Sales rep,Hàng mới,1,0,0.0
E00687,PH0104,2024-07-23,Email,Thăm trình dược,1,0,0.0
E00688,PH0282,2024-07-16,Sales rep,Khuyến mãi,1,0,1001000.0
E00689,PH0314,2025-12-26,Pigeon,Hàng mới,0,0,611000.0
E00690,PH0645,2025-10-19,Zalo,Thăm trình dược,1,0,536000.0
E00691,PH0339,2023-10-30,Email,Thăm trình dược,0,0,1817000.0
E00692,PH0777,2024-10-02,Email,Khuyến mãi,TRUE,0,1777000.0
E00693,PH0175,2025-12-26,Email,Thăm trình dược,0,0,254000.0
E00694,PH0056,2022-08-09,Sales rep,Thăm trình dược,0,0,81000.0
E00695,PH0077,2025-03-30,Email,,0,0,0.0
E00696,PH0019,2025-12-30,Zalo,Nhắc đặt lại,1,1,450000.0
E00697,PH0393,2025-05-06,Email,Khuyến mãi,1,0,1250000.0
E00698,PH0691,2025-12-14,Sales rep,Thăm trình dược,0,0,290000.0
E00699,PH0658,2024-06-26,Call,Khuyến mãi,1,0,0.0
E00700,PH0064,2021-11-18,,Hàng mới,1,0,
E00701,PH0479,2024-03-15,Call,Thăm trình dược,1,1,1920000.0
E00702,PH0729,2025-05-21,Sales rep,Thăm trình dược,0,0,
E00703,PH0013,27/12/2023,Sales rep,Nhắc đặt lại,1,1,0.0
E00704,PH0083,13/07/2022,Sales rep,Nhắc đặt lại,0,0,907000.0
E00705,PH0383,2024-02-16,Sales rep,Nhắc đặt lại,1,0,1822000.0
E00706,PH0235,2023-05-08,Zalo,Hàng mới,1,1,1169000.0
E00707,PH0527,2021-02-04,Call,Hàng mới,1,0,0.0
E00708,PH0348,2023-10-09,Pigeon,Thăm trình dược,Yes,0,0.0
E00709,PH0784,2025-07-11,Sales rep,Khuyến mãi,1,0,
E00710,PH0377,03/10/2024,Sales rep,Thăm trình dược,1,0,342000.0
E00711,PH0455,2025-05-24,Sales rep,Hàng mới,0,0,422000.0
E00712,PH0652,09-22-2024,Sales rep,Hàng mới,1,0,0.0
E00713,PH0424,2023-09-29,Call,Nhắc đặt lại,1,1,0.0
E00714,PH0610,2025-11-21,Email,Nhắc đặt lại,0,1,0.0
E00715,PH0324,30/07/2023,Sales rep,Khuyến mãi,0,0,0.0
E00716,PH0734,2024-08-19,Email,Thăm trình dược,0,0,1747000.0
E00717,PH0654,2025-03-15,Sales rep,Nhắc đặt lại,0,0,1946000.0
E00718,PH0181,2023-05-28,Call,Nhắc đặt lại,0,0,817000.0
E00719,PH0610,30/09/2025,Sales rep,Thăm trình dược,TRUE,0,470000.0
E00720,PH0319,2025-12-09,Sales rep,Nhắc đặt lại,0,0,1507000.0
E00721,PH0370,16/09/2025,Call,Nhắc đặt lại,1,0,443000.0
E00722,PH0667,13/12/2022,Zalo,Thăm trình dược,1,1,1986000.0
E00723,PH0723,2023-12-01,Zalo,Nhắc đặt lại,0,0,585000.0
E00724,PH0733,2024-12-12,Sales rep,Thăm trình dược,0,0,0.0
E00725,PH0222,2022-12-12,Zalo,Thăm trình dược,0,0,1900000.0
E00726,PH0404,2025-08-25,Call,Khuyến mãi,0,0,0.0
E00727,PH0206,2024-11-13,Email,Khuyến mãi,0,0,0.0
E00728,PH0602,2025-07-03,Zalo,Khuyến mãi,1,0,
E00729,PH0069,2024-10-17,Email,Khuyến mãi,1,0,0.0
E00730,PH0652,2024-09-16,,Thăm trình dược,0,0,925000.0
E00731,PH0603,2025-01-03,Call,Khuyến mãi,1,0,0.0
E00732,PH0229,12-23-2022,Call,Nhắc đặt lại,0,0,0.0
E00733,PH0385,2025-11-17,Call,Thăm trình dược,0,0,515000.0
E00734,PH0746,2025-11-18,Email,Thăm trình dược,0,0,1922000.0
E00735,PH0174,2023-07-27,Zalo,Thăm trình dược,0,0,1773000.0
E00736,PH0600,2025-10-18,Zalo,Khuyến mãi,Yes,0,0.0
E00737,PH0466,11-14-2024,Call,Nhắc đặt lại,1,0,1907000.0
E00738,PH0357,2024-10-06,Call,Thăm trình dược,1,0,1703000.0
E00739,PH0483,13/01/2025,Call,Hàng mới,0,0,0.0
